Property_ID,Listing_Date,Address,City,State,Postal_Code,Property_Type,Bedrooms,Bathrooms,Square_Feet,Lot_Size_Acres,Year_Built,Listing_Price,Sale_Price,Sale_Date,Agent_Name,Agent_Contact,Days_on_Market,Has_Garage,Pool
PROP1756,2024-05-17,"33134 Anthony Lake, Kathybury, OK 31289",Patrickton,CO,87318,Cottage,2,3,3923,1.74,2003,718977,741057,2024-11-27,Susan Stokes,001-596-510-5917x3174,247,False,False
PROP1757,2024-02-18,"1102 Mark Turnpike Apt. 871, East Patricia, MS 34133",Fosterchester,DC,80765,Villa,3,2,2055,1.72,1954,690664,676727,2025-06-24,Jessica Bautista,584.339.6186x60671,177,True,True
PROP1758,2024-03-09,"PSC 3701, Box 1960, APO AP 84847",Annettebury,ID,77045,Cottage,3,2,1921,0.4,1974,1267665,1260833,2025-03-24,Jonathan Weaver,642-588-6313x63234,56,True,True
PROP1759,2025-02-11,"0478 Watts Roads, South Amandaland, NV 62543",Kelleystad,MA,23088,Condo,4,1,4062,0.62,1958,104315,102548,2025-07-04,Desiree Wade,664-260-1052x40871,196,True,False
PROP1760,2023-09-15,"15112 Adriana Lake, North William, MT 37386",Reyesbury,FL,03168,Apartment,2,1,2208,3.21,1989,1149838,1132749,2025-01-23,Natalie Reeves,(225)605-4095x65451,326,False,True
PROP1761,2025-07-27,"144 Thomas Loop, Tonyaton, DE 96615",North Billy,MD,10770,House,3,1,927,0.16,1954,140654,141138,2024-08-13,Melissa Brown,343-882-0344x6918,350,False,True
PROP1762,2024-07-04,"439 Jonathan Prairie Apt. 589, Lake Annebury, ID 73561",New Brittanyton,CA,39767,Cottage,3,2,4252,1.99,1960,534875,520878,2025-02-06,Jessica Warren,255-287-6095x78485,2,False,True
PROP1763,2023-08-14,"97580 Dawson Summit Suite 663, East Danieltown, VA 45832",Port Saratown,ID,10766,Cottage,3,3,1813,2.76,2017,1443884,1496561,2025-01-07,Michelle Jackson,6525733928,134,False,True
PROP1764,2024-01-07,"9082 Timothy Port, Pamelahaven, NY 49935",Browntown,MA,76437,Villa,4,3,3088,0.43,1991,1931487,2024711,2025-06-18,James Scott,+1-228-938-3767x545,216,False,False
PROP1765,2025-05-26,"830 Johnson Estate Apt. 931, Port Timothyfurt, IA 57605",South Michael,PW,38099,Condo,4,1,4650,2.82,2002,1641878,1566289,2025-02-18,Amanda Thomas,759.539.9767x321,258,False,True
PROP1766,2024-10-12,"USNS Arnold, FPO AA 03330",Bonillachester,WV,36555,Apartment,3,3,1983,2.67,2001,699106,687857,2024-11-29,Brandi Wilkinson,(586)872-3305x592,111,True,False
PROP1767,2023-10-29,"8481 Casey Lane Apt. 142, Port Connieland, MS 23813",Ricardoside,NV,59819,Condo,2,1,2699,1.61,1966,331169,342397,2025-04-25,Dean Evans,001-299-603-6351,105,False,False
PROP1768,2024-02-23,"1116 Joan Rest Suite 662, Johnsonton, MA 91682",North Kimberly,FM,32560,Villa,5,3,1828,2.65,1986,609578,612915,2025-05-16,Matthew Mack,770-667-8167,59,False,False
PROP1769,2023-10-31,"1586 Santiago Forest Suite 512, Port Elizabeth, TN 39845",North Sarahview,IL,52508,Cottage,5,1,3815,2.46,2021,530386,546309,2024-09-22,Bradley Stanley,379-597-6811,280,False,False
PROP1770,2023-12-11,"72942 Adams Circle, Port Darren, NM 80250",South Andrewmouth,IA,11473,Apartment,4,1,932,2.43,2020,183971,189237,2025-07-16,Joseph Johnson,(563)544-4151x00080,346,False,True
PROP1771,2023-08-25,"0541 Brandon Pine, Lake Michaela, NY 02870",Amyhaven,FL,18515,Cottage,1,2,2728,2.33,2019,626851,654689,2025-01-06,Christian Taylor,(920)281-4170x74431,42,False,True
PROP1772,2024-12-23,"34773 Chad Lodge Suite 160, Port Carlosfort, VI 81473",Amberfort,FL,59809,Cottage,4,1,3707,1.06,1952,1313791,1282765,2024-08-30,Jessica Reynolds,216.890.9061x591,21,True,True
PROP1773,2023-09-01,"234 Christine Fall Apt. 597, New Michaeltown, UT 75462",Joshuastad,WY,86986,House,5,1,1509,0.64,2022,1096018,1096654,2025-02-18,Steven Harrison,(867)364-0286x79570,296,False,True
PROP1774,2024-06-09,"611 Moore Crossing, Wyattmouth, PR 66283",Port Cathybury,LA,61444,Cottage,1,3,973,0.63,1958,1991001,2032875,2025-04-04,Maria Schmidt,597-666-5259x583,183,True,True
PROP1775,2025-04-27,"726 Jorge Forge Suite 821, West Laurenfurt, MD 64528",Lucasborough,ID,79646,Villa,4,3,835,0.33,1978,1984036,1893294,2025-02-08,Ashley Ray,352.799.8073,224,True,False
PROP1776,2024-05-09,"8033 Frank Plaza Suite 171, Stewartshire, GA 79401",West Brittanyberg,MH,71477,Villa,2,3,1458,3.29,1998,1257260,1294201,2024-11-05,Andrew Collins,805-792-8723x35229,289,False,False
PROP1777,2023-10-28,"14251 Jacob Circles, South Emilystad, CT 25938",Abigailmouth,IL,13148,Villa,2,2,4237,2.1,2019,301189,306246,2025-06-08,Sarah Norton,+1-716-472-1624,223,False,True
PROP1778,2025-05-03,"99666 William Garden, West Brittany, OH 31764",Port Alexandramouth,SD,53369,House,3,2,837,2.63,1994,1425948,1489436,2025-06-21,Kelly Ryan,698.454.1421x9910,107,False,True
PROP1779,2024-11-30,"487 Hernandez Tunnel, New Jerryton, NJ 16714",South Bruce,NM,31281,Villa,3,1,815,0.62,1954,772808,748519,2025-06-24,Barbara Adams,672.709.7055x71318,81,False,False
PROP1780,2024-06-26,"PSC 3975, Box 6479, APO AE 62690",Brookeside,SC,37563,Villa,1,1,4960,3.07,1965,1677572,1647880,2024-08-10,Jason Warren,001-915-285-8177x89681,289,False,False
PROP1781,2023-08-04,"2799 Mason Pine Suite 023, East Paulmouth, ND 44737",Meyerton,IA,01120,Apartment,5,1,3583,0.56,1957,339749,345339,2025-07-10,Peter Hernandez,+1-901-831-3933x126,152,True,False
PROP1782,2025-03-19,"55632 Mendoza Roads, Port Tarastad, ND 61362",Port Jasonville,MD,66148,Cottage,1,1,4445,2.49,1967,1815077,1853768,2025-07-13,Anthony Mccormick,997-891-5885x85704,282,True,True
PROP1783,2024-04-20,"USNS Taylor, FPO AA 28961",Haynesmouth,IN,33057,House,4,3,1383,1.94,1981,1961119,2052236,2025-07-17,Benjamin Robinson,001-963-944-2827x522,91,False,True
PROP1784,2025-01-15,"905 Harris Pike, East Jerryfort, PA 82295",Stevenberg,VI,60224,Cottage,4,2,2035,1.05,2014,1283823,1344419,2025-05-09,Megan Garner,353.734.2626x273,265,True,False
PROP1785,2024-03-31,"4111 Christopher Villages Apt. 125, Changfort, MH 78390",North Todd,WA,31477,Cottage,5,2,3150,2.28,1965,1659481,1669185,2025-05-23,Daniel Barber DDS,532.942.9467x472,13,True,True
PROP1786,2025-07-26,"458 Hughes Neck Apt. 106, Port Reginaside, VA 22285",West Edward,KY,69604,Condo,5,3,1214,1.01,1971,1751764,1777552,2024-11-16,Jessica Thomas,746.383.5377x15604,208,True,True
PROP1787,2025-05-07,"942 Daniels Forest, Williamview, VT 08253",South Emilybury,MA,13610,House,3,3,709,3.13,1953,141175,141332,2024-08-14,Andrea Smith,918.762.7644x084,50,False,True
PROP1788,2023-09-10,"07233 Christina Square Apt. 711, Wallacetown, OH 41476",Nicoleside,WI,87528,Cottage,1,3,2856,1.59,1968,1587672,1552726,2024-12-23,Dustin Knight,222-900-7888,308,True,False
PROP1789,2024-07-30,"153 Payne Station Suite 516, Travisfort, OR 01146",Port Phillipbury,NC,16161,Villa,4,3,3122,2.32,1957,98806,95398,2024-12-04,Stephanie Ochoa,(955)281-6674x6868,65,True,True
PROP1790,2024-04-03,"001 Adams Meadow Suite 448, East William, VA 07739",Gloriachester,MH,28956,Cottage,1,2,4863,0.56,1961,279363,268616,2025-06-20,Lindsay Smith MD,501-457-5236x934,62,False,False
PROP1791,2024-09-01,"517 Deleon Branch Apt. 957, New Autumnbury, CO 50048",South Sandramouth,AK,10665,House,2,1,689,1.72,1958,1101986,1111783,2025-05-27,Jordan Wade,+1-509-805-7154x2278,278,False,True
PROP1792,2024-06-05,"405 Berry Avenue Suite 445, New Katherine, WI 06391",Port Dennis,DC,74807,House,4,2,2260,1.32,1976,1883104,1969116,2024-09-21,Robert Austin,421-257-7061,87,True,True
PROP1793,2024-03-05,"933 Stephanie Haven Apt. 717, Lake Brandon, OK 48044",Justinmouth,DC,42118,House,5,1,2752,0.47,1961,1614746,1545963,2024-11-29,Krystal Barnes,001-449-459-8764x5223,34,True,True
PROP1794,2024-11-11,"146 Chapman Junction Suite 783, North Samueltown, VT 31432",Tylerchester,CA,21819,Apartment,5,3,2326,0.38,2002,1879541,1909269,2025-02-20,Marie Wyatt,871-884-6938,38,True,False
PROP1795,2023-08-05,"39047 Hill Harbors, Port Matthew, OK 73271",Royshire,MD,59494,House,3,1,2904,3.17,1956,129078,132163,2024-08-08,John Smith,720.863.2385,110,True,False
PROP1796,2024-04-19,"68554 Debra Estate Apt. 263, Johnmouth, OK 83055",Lake Tonystad,VA,22690,Villa,5,2,2581,1.2,1976,1456688,1392820,2025-06-23,Mark Williams,001-981-666-0029x22452,310,False,False
PROP1797,2025-01-01,"4636 Janet Mountains Apt. 456, New Justin, KS 86234",Port Lisamouth,ID,45792,House,3,1,1434,3.22,2004,257241,255256,2025-03-04,Mr. Peter Robinson,4343286253,252,False,True
PROP1798,2024-10-28,"601 Cassandra Mews, West Hannahchester, MT 76453",Wileyburgh,OH,90941,Apartment,1,1,4899,2.7,2005,543219,541357,2024-12-28,Richard Brown,001-897-845-6884x529,91,False,False
PROP1799,2024-10-05,"19723 Ward Cliffs, Port Isaac, SC 08670",West Douglas,TN,96846,Villa,4,2,2568,0.56,1972,552917,558036,2025-07-13,Lisa Hamilton,224.488.5688,88,True,True
PROP1800,2024-04-16,"089 John Fields, Christopherstad, NY 26328",North Michaelport,WY,62346,Condo,2,2,4758,0.76,2000,429762,425276,2024-08-27,Dr. Michelle Valentine,418-424-4070x72973,310,True,True
PROP1801,2024-02-29,"322 Proctor Fork, Port Michaelstad, ME 30532",South Melissaport,NE,67320,Apartment,5,2,1559,1.99,1959,1368783,1431967,2024-12-27,Anne Diaz,877-447-5236,67,False,False
PROP1802,2024-12-01,"25911 Steven Mall, South Amanda, CO 61682",New Johnborough,IN,45220,Villa,5,1,4027,2.88,1967,1595487,1670771,2024-09-15,Marie Petersen,553-714-4167,16,False,False
PROP1803,2024-06-02,"98056 Kaylee Street, Port Donnaport, GU 14999",East Wayne,FL,87988,Cottage,1,3,4630,2.57,1950,931619,906090,2024-10-09,Darrell Duncan,+1-453-835-9864x6762,128,False,True
PROP1804,2023-09-05,"13518 David Dam Suite 142, North Johnnymouth, FM 53736",East Jessicafurt,SD,39735,House,4,1,2152,2.92,1983,741097,752751,2024-09-20,Jessica Nunez,703.892.2513x40075,275,True,True
PROP1805,2025-07-25,"3685 Joseph Circle Apt. 429, East Laurenshire, VT 88051",Lake Elizabeth,MH,96106,House,2,3,1530,2.11,1957,1876311,1930095,2025-03-24,Joanne Andersen,001-534-288-4572x0766,202,False,True
PROP1806,2023-08-17,"02820 Megan Shore, East Terrancemouth, OK 86629",South Joshua,TN,15355,House,1,3,1203,0.13,1974,87653,84346,2024-10-29,Patricia Long,001-859-248-4918x9203,350,False,True
PROP1807,2025-07-10,"57067 Miller Drive, Whitehaven, MN 46213",Stevenbury,PR,42988,House,1,2,4233,3.34,2010,1058682,1073890,2025-02-02,Kimberly Ritter,+1-396-303-0352x9762,119,False,True
PROP1808,2025-02-04,"42380 Park Port, Moranside, OH 98995",West Joshua,FL,76805,Condo,5,2,732,0.33,1955,1663652,1692221,2025-03-20,Danielle Torres,837-651-8233x795,136,False,False
PROP1809,2024-04-24,"64491 Reese Park Suite 222, Port Kristopher, NH 07287",Dickersonshire,FL,96616,Condo,1,2,4840,0.87,2004,789191,750257,2025-05-10,Angela Mccarthy,(845)631-4283x498,98,True,True
PROP1810,2024-10-17,"9447 Cheryl Skyway Suite 535, West Shawn, SD 97082",South Josephside,MS,54130,Cottage,4,2,722,2.61,2007,1786297,1730609,2025-02-06,Laura Davidson,827-679-3028x667,29,True,True
PROP1811,2025-06-15,"452 Johnson Trail Suite 114, West Nicholeland, FL 18376",North Caseyville,VI,40377,Cottage,3,3,2753,0.26,1960,1364514,1391125,2024-12-04,Christine Kennedy,(805)862-8325x3966,168,True,True
PROP1812,2023-12-06,"69583 Rose Hills, Weaverville, MO 86280",Baileyland,CA,24943,Villa,1,1,836,0.16,1988,1019776,1005521,2024-10-22,Zachary Peterson,(614)322-7458,68,True,True
PROP1813,2024-12-15,"4028 Bell Ports, Figueroaview, OH 06684",West Ricardobury,DC,77978,House,1,3,3959,2.77,2001,118860,119894,2024-09-16,Lisa Nguyen,(895)259-4136,239,False,True
PROP1814,2023-12-06,"13579 Dale Trail, New Joshuaberg, SD 12857",Montgomeryshire,NM,66240,Apartment,5,2,1300,2.88,2002,767040,728917,2025-06-07,Phillip Parker,(437)500-0183,262,False,False
PROP1815,2025-05-03,"409 Harvey Fork, Lake Josephhaven, KS 49530",Meyerchester,AZ,32165,House,3,1,1144,0.09,2005,1093622,1114893,2024-12-11,Michael Shaw,001-330-694-0779,108,True,False
PROP1816,2023-12-06,"390 Nelson Flat Suite 726, North Gilbert, MI 36600",Tammiemouth,VI,76730,Condo,5,2,1470,2.28,1985,1232405,1173444,2025-05-07,Barbara Becker,229.221.9449x994,270,False,False
PROP1817,2025-04-24,"760 Jared Creek, Leebury, FL 15794",Lake Dianemouth,SD,67317,House,1,2,3442,0.11,1985,1619847,1582437,2024-09-13,Heather Thomas,+1-945-757-5198x43375,220,True,True
PROP1818,2025-02-03,"547 Susan Lodge, East Kellyland, AR 01189",Daltonborough,NV,51096,Condo,4,1,4008,0.86,1959,1253232,1283514,2025-05-12,James Smith,(592)289-3991,143,True,False
PROP1819,2024-04-16,"81889 Michelle Loaf, Robertsontown, FM 13315",East Christopherport,NC,81016,Condo,5,1,954,0.97,1958,200315,193291,2025-05-22,Patrick Shaw,758.587.1126x38014,207,False,True
PROP1820,2024-06-23,"56676 Jeffrey Mission, Port Kathy, FM 16315",Port Robert,MT,76377,Condo,1,1,1198,0.86,1981,909412,932564,2025-04-20,Donna Jones,307-394-4203,262,True,False
PROP1821,2023-09-25,"3687 Yesenia Row Suite 502, North Christopherstad, MT 62225",Karenland,NY,39374,Villa,2,2,2716,0.52,1995,364060,352492,2024-08-31,Paul Keller,+1-550-840-1742x02927,242,False,True
PROP1822,2024-10-12,"0431 Phyllis Ford Suite 043, Valerieton, ID 55604",West Bethchester,PR,61918,Cottage,3,2,851,2.61,2013,1604333,1632778,2024-10-13,Rebecca Ryan,916-220-1915,53,True,True
PROP1823,2024-05-31,"08965 Lee Drives, East Ashleyton, UT 38205",Mendozastad,CA,55819,Apartment,4,2,1576,0.6,1969,112174,109603,2025-07-02,Joseph Everett,(738)548-5874,224,True,True
PROP1824,2024-05-11,"69936 Jones Cape, Tammyfort, ME 70270",Port Josephshire,FL,07545,Villa,3,2,2324,1.89,1983,1319222,1273705,2024-08-29,Stacy Day,(214)740-7897x43870,187,True,False
PROP1825,2025-06-26,"122 Graham Extensions Apt. 602, Lake Natalieton, NJ 72659",New Jamiebury,NV,49136,House,2,1,2276,0.37,1995,1467065,1470769,2024-09-25,Helen Grant,+1-935-972-6589x51201,209,True,True
PROP1826,2025-06-03,"79107 Lindsay Bypass Apt. 052, New Johnshire, AL 64012",Lake Neilton,GU,50044,Cottage,5,1,2701,1.51,1988,1721176,1638887,2024-08-19,Tabitha Wallace,787-228-7260x537,116,False,False
PROP1827,2024-01-25,"167 Anderson Road Apt. 870, West Rebecca, ME 07467",Kristenport,IL,17661,House,3,3,2448,1.92,1964,412348,431683,2025-02-13,Adam Wagner,001-799-742-9621,190,True,False
PROP1828,2024-04-15,"8083 Michelle View Apt. 940, Mcconnelltown, NV 10387",East Michaelland,UT,25676,Villa,4,1,1197,0.67,1990,345765,353755,2024-12-10,Michael Ewing,509-576-6850,154,True,True
PROP1829,2024-12-06,"USS Gonzales, FPO AE 10880",New Michelle,PA,21933,House,2,1,3433,2.88,1971,352832,338793,2024-11-09,Billy Cooper,593.368.3726x06060,128,False,False
PROP1830,2025-03-01,"67816 Cannon Cove, Melanieside, OK 01702",Costaburgh,GA,36406,Cottage,4,3,3626,3.5,2021,1203296,1164153,2025-04-22,Anthony Perkins,001-282-792-3119x22630,131,True,False
PROP1831,2024-02-03,"USNS Johnson, FPO AE 64687",Wolfeville,KY,13827,Condo,3,2,4321,0.57,1965,634134,660418,2025-02-01,Amy Glass,(270)986-7418,46,False,True
PROP1832,2024-11-22,"08048 Vincent Cliffs Apt. 134, Port Victoriahaven, ID 29488",Wadetown,DE,36101,Cottage,4,2,1745,0.63,1972,1138930,1137384,2025-05-06,Charles White,8735633816,295,False,False
PROP1833,2024-02-05,"01137 Linda Crossroad, Bellborough, AS 64349",Jessicahaven,MI,17127,Condo,2,3,4202,3.42,2016,1388944,1425085,2025-02-09,Katie Gomez,+1-474-563-0039,72,False,False
PROP1834,2023-10-14,"999 Catherine Squares Apt. 739, Port Sarah, MI 68337",Natashamouth,AK,23416,Condo,1,1,2534,1.61,1985,797818,792988,2025-06-01,Frank Landry,937.713.8789x600,233,False,False
PROP1835,2025-03-11,"8952 Payne Shoal, Ryanview, TN 09202",Bishopmouth,VT,53249,Condo,5,3,4071,0.09,1965,1713654,1638999,2025-06-09,Jorge Robertson,001-356-568-9479x927,114,False,True
PROP1836,2024-11-11,"65099 Walters Track Apt. 625, New Kevinfurt, DE 49149",Lake Michaelchester,AS,69531,House,2,3,556,3.18,1991,994046,982085,2024-08-28,Amber Little,844.213.8496x9068,146,False,False
PROP1837,2025-07-05,"9708 Juan Courts Apt. 701, New Katrinamouth, NV 66409",Joseville,UT,67183,House,2,2,4347,1.89,1965,1374353,1381573,2025-05-31,Scott Peterson,(821)599-4333x3971,77,True,True
PROP1838,2024-11-28,"18749 Daniel Burg, Curtistown, TN 79338",Reynoldsside,GU,45359,Villa,4,1,1007,2.29,2011,60885,58320,2025-02-14,Teresa Wood,542-283-1059,7,False,True
PROP1839,2023-08-12,"0237 Justin Coves Apt. 463, Port Manuelton, ME 85061",Johnsonmouth,NE,41436,Apartment,4,1,594,1.43,1987,263556,250474,2024-08-14,Carlos Gardner,800-320-6380x002,330,True,True
PROP1840,2025-02-24,"9399 Jackson Place, Fergusonbury, DC 41154",South Johnton,NY,67547,Condo,2,1,3947,2.13,1991,950440,988766,2025-06-15,Matthew Avila,001-810-923-3017x37607,312,True,True
PROP1841,2023-10-17,"46592 Alvarez Inlet, Martinmouth, PA 66523",Nelsonbury,NY,69980,House,2,1,927,0.72,1999,1206485,1216384,2025-05-11,Michelle Graham,462-262-4813x17125,163,True,False
PROP1842,2023-08-05,"0454 Bell Canyon, Haroldburgh, GA 14964",East Patrick,OK,90436,Apartment,5,1,2666,0.98,2021,1014538,1019126,2025-07-08,Meredith Ayers,693-289-3926,296,True,False
PROP1843,2025-06-16,"USNS Fernandez, FPO AP 96330",New Abigail,TX,64174,Apartment,5,1,2468,1.06,1978,1830717,1746082,2024-08-30,Richard Wright,456-555-6927,206,False,True
PROP1844,2023-12-08,"288 Johnson Hills Apt. 656, North Megantown, MP 79358",Aprilville,AK,89040,Cottage,4,3,1818,2.46,1952,518511,530693,2025-04-24,Kenneth Spence,302-378-5833x78618,56,False,False
PROP1845,2025-04-07,"01533 Curtis Dale, Tiffanyberg, DC 67325",Scotthaven,NJ,53436,Condo,4,1,1970,1.64,1982,1478859,1450316,2025-06-20,Benjamin Nelson,(255)743-3525x4932,131,True,False
PROP1846,2025-06-08,"430 Jennifer Keys Suite 850, Nathanberg, IA 22323",Port Caitlinside,NH,55983,Cottage,3,3,814,2.89,1964,130973,134933,2025-02-02,Michael Morris,(503)639-5592x80260,358,False,True
PROP1847,2024-07-24,"865 Jeffrey Pike, West Willie, AZ 69079",South James,WA,77972,House,5,3,2086,1.37,1967,123303,128232,2025-07-28,John Miller,6895044969,25,False,True
PROP1848,2023-11-13,"575 David Fords, East Kimberlychester, TX 02274",Woodshire,AR,19250,Apartment,3,2,1779,3.4,1994,1223421,1230924,2024-10-18,Patricia Mclaughlin,(952)352-7218x5219,302,False,False
PROP1849,2024-03-05,"USS Smith, FPO AE 32446",West Williamport,MN,39217,Apartment,1,2,3574,2.14,2011,964586,933241,2025-01-31,Nathaniel Torres,976.640.5191,57,False,False
PROP1850,2025-07-03,"1255 Scott Trail, South Daniel, OK 71789",New Alison,ND,14107,House,1,2,671,2.63,1963,1172842,1211966,2025-05-14,Jeff Cox,328.568.7971x7100,33,False,False
PROP1851,2024-05-18,"56079 Dixon Stream Apt. 669, Kirbyborough, GA 85068",Adamburgh,CA,04238,Villa,1,3,2481,2.17,1959,1069346,1038334,2024-08-26,Donald Owens,210-624-2351x57645,148,True,True
PROP1852,2025-07-10,"72759 Shepard Alley, Walkerbury, WV 14499",Patelburgh,VT,37708,Cottage,5,2,3217,0.21,2000,344686,354134,2024-09-04,Kayla Krause,3918255630,274,False,True
PROP1853,2023-09-03,"1483 Lopez Mission Suite 709, Lake Kimberlystad, ME 19932",East Keithside,MP,13584,Villa,1,3,3617,0.64,2015,1294975,1346212,2025-05-20,Kyle Stuart,001-259-720-6240x44098,164,True,False
PROP1854,2025-07-15,"7791 Cynthia Mews Suite 508, Allenmouth, RI 07952",Hendricksberg,GU,48514,Condo,1,1,1249,0.56,1953,1737334,1699855,2025-06-21,Danielle White,(443)329-3203x4103,113,True,True
PROP1855,2024-06-12,"2501 Timothy Mall, Vasquezmouth, LA 53656",Bakerchester,GA,33611,Condo,2,2,4053,0.58,2001,187155,192365,2025-04-23,Jacqueline Morris,447.479.2683x705,218,True,False
PROP1856,2023-09-18,"95533 Riley Islands, East Kellytown, WI 49028",New Michaelside,WY,55044,House,1,2,4100,1.61,2013,466881,487502,2025-06-25,Robert Woods,001-751-664-1991x58229,271,True,True
PROP1857,2025-01-12,"8855 Durham Curve, Pamelastad, MO 07568",Lake Tamitown,DE,90495,Apartment,5,2,1788,1.97,2005,1600466,1583633,2024-12-31,Austin Taylor,487-476-4753,27,True,True
PROP1858,2023-12-17,"928 Nancy Key Apt. 262, New William, NV 46013",North Robertfort,MH,39173,Condo,5,3,3658,0.36,1953,430596,420445,2024-08-04,Christine Patterson,931.729.5757x5703,227,False,False
PROP1859,2025-01-28,"251 Jose Avenue Suite 415, Haleview, AR 34541",East Annafort,FM,59838,Cottage,1,1,1153,0.13,1974,162633,167196,2025-06-22,Theresa Adams,715-923-3462,129,True,False
PROP1860,2024-10-02,"124 Norman Stream, New Andreatown, KY 78701",Batesberg,DE,18680,Villa,4,2,1724,2.32,1957,245205,236578,2024-08-21,Jeanette Collins,997-443-0027x2837,320,True,False
PROP1861,2025-06-01,"988 Carrillo Spring, Johnfort, OH 15306",Lake Lindatown,NJ,09154,House,2,1,3959,2.23,1982,804632,783761,2024-10-17,Jessica Gould,868.797.3391,0,False,False
PROP1862,2024-07-18,"62415 Ortiz Lake Suite 231, North Christopher, ID 70606",West Michael,TN,39941,Apartment,1,2,659,1.27,2015,1426467,1403431,2024-12-30,Michael Garcia,(275)780-4505x63296,48,False,False
PROP1863,2024-08-21,"91869 Hoffman Drive Apt. 809, East Vanessa, IN 49271",Meyerport,MH,49683,Apartment,5,2,1086,2.98,1990,568917,541550,2025-06-01,Patricia Hernandez,307.703.9410x654,49,False,True
PROP1864,2025-04-11,"5090 Kenneth Square Suite 459, Lake Kathleenburgh, ME 73617",South Angela,MO,99314,Apartment,3,2,3862,2.88,2012,1477603,1531350,2025-05-27,Brandy Bailey,+1-374-458-8927x19618,235,True,True
PROP1865,2024-12-22,"054 Thomas Union Apt. 112, East Emilyview, MS 55405",Nicoleton,ID,29842,Apartment,4,2,4179,1.86,1962,1810226,1809722,2025-01-04,Carmen Zimmerman,8294528368,308,True,True
PROP1866,2025-04-19,"2769 Beverly Estate Apt. 804, Robertsberg, OK 13523",Lake Dustin,MN,98840,Cottage,4,1,797,2.29,1978,123033,117808,2025-02-17,Lynn Lawrence,722-914-7157x680,208,False,True
PROP1867,2024-08-05,"USCGC Marshall, FPO AA 88477",Michellechester,OR,48019,Cottage,3,3,3749,1.08,2014,941367,955072,2024-08-10,Justin Hunt,260-803-8153x95452,226,False,False
PROP1868,2025-05-28,"09057 Davis Lane, Lake Davidville, AR 41345",Tonymouth,NH,26384,Villa,4,2,2228,3.24,1987,358067,344833,2025-07-06,Alice Perkins,714-536-5451x4603,230,False,True
PROP1869,2024-01-03,"78808 Stone Fort, Charlesport, CT 90466",Marcusfort,NJ,69697,House,3,2,1969,3.37,1989,1646321,1696549,2025-01-22,Katherine Mosley,+1-450-576-7301x98333,140,False,False
PROP1870,2023-08-14,"211 Eaton Estate Suite 123, South Collin, NH 08888",East Kathleenchester,TN,84245,Condo,4,1,2766,3.22,1969,777963,779058,2024-10-03,Tiffany Underwood,+1-788-830-4586,276,False,False
PROP1871,2023-10-28,"PSC 5213, Box 6776, APO AP 24096",West Matthew,TX,07812,Apartment,3,3,2495,0.38,2000,1840915,1793955,2025-02-10,Madison Rodriguez,210-371-2304,212,False,True
PROP1872,2025-01-05,"93130 Christy Locks, Charlotteton, KY 46094",Leblancstad,NH,35533,House,3,2,2116,1.36,1967,996313,1040831,2025-01-23,John Miller DDS,+1-842-837-4020x91154,225,False,False
PROP1873,2024-07-21,"974 Rich Points Suite 636, South Johnland, AR 72639",Kellyton,SC,94739,Apartment,2,1,1461,1.02,2017,89518,85537,2025-05-26,Sara Moreno,320-879-4088x93850,189,False,True
PROP1874,2024-08-24,"9123 Juan Springs Apt. 549, South George, WA 36298",Saundersshire,WV,55103,Villa,5,2,3193,2.98,2000,1032277,1017077,2025-01-09,Katrina Flores,(959)537-8013x69700,214,True,True
PROP1875,2024-01-17,"894 Timothy View Apt. 571, Schneidermouth, CO 99718",South Staceyton,CT,93143,Condo,1,2,4208,1.88,1994,216233,214094,2025-07-31,Nicholas Miller,457.829.3405,102,False,True
PROP1876,2024-03-17,"64312 Snyder Hollow, New Sarah, CA 92648",Alexandermouth,DC,44851,Cottage,1,2,4424,2.25,1955,1396623,1340094,2024-11-30,Heather Martinez DDS,001-230-381-3575x18567,14,True,False
PROP1877,2023-09-11,"7879 Bell Corners Suite 537, New Adambury, KS 76493",Shaneberg,MO,03194,Villa,1,3,3124,2.22,1975,1326328,1382207,2025-07-03,Tiffany Gilbert,001-768-552-2006,217,True,False
PROP1878,2024-09-26,"24490 Ayers Route, South Susanland, AR 10590",Charleshaven,PA,59124,Cottage,3,1,4174,2.78,2002,1531543,1529511,2025-01-22,Joe Smith,001-751-594-2070x3815,88,False,False
PROP1879,2024-11-03,"790 Hahn Camp Apt. 227, South Deborah, NE 67380",Port Sarahburgh,CO,34653,Condo,4,1,2212,1.18,1973,450671,469394,2025-03-01,Stephanie Maynard,(779)912-9660x7825,49,False,False
PROP1880,2024-06-03,"409 Nicholas Cliff Suite 747, West Ambermouth, ID 09604",Lake Wendyside,CO,35528,Villa,5,2,2099,3.01,1951,1202871,1222714,2025-04-03,Kyle Jackson,3569428779,95,False,True
PROP1881,2025-07-20,"872 Simon Tunnel, Phillipsshire, MO 73423",Mcfarlandmouth,NJ,73219,Condo,3,2,2234,0.25,1973,1611025,1653193,2025-03-18,Tiffany Tanner,(329)403-0946x087,115,False,False
PROP1882,2024-07-05,"USNV Gonzales, FPO AA 40954",Flowersfurt,MH,81138,Condo,1,3,4906,0.56,1983,1774136,1819248,2025-02-03,Kelly Powell,606.898.1889x97633,5,True,True
